Train_OD_Project,ObjName,HeightLabel,Direction,Sensor1,Sensor2,Obj_ID,CurCyc,PosDeDis1,PosDeAmp1,PosCeDis1,PosCeAmp1,TrainObjDist,AvgDeEchoHigh_SameTx,AvgCeEchoHigh_SameTxRx,OdoDiffObjDis,OdoDiffDeDis,OdoDiff,ObjDiff,CosAngle,RateOfVhoDeDiff,TxSensID
Train_OD_HY11,标准杆5号正对,1,fr3,4,5,1,9,326,50,367,20,174,20,20,-2,-2,23,25,8425,0,5
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,3,2270,31,2302,27,2209,32,32,25,25,95,70,9781,7419,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,4,2243,29,2322,29,2185,32,32,27,27,119,92,9780,8888,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,5,2213,28,2283,30,2161,31,32,27,27,143,116,9794,8000,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,6,2186,28,2224,27,2115,30,28,51,51,191,140,9804,17777,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,7,2147,30,2224,0,2091,30,31,29,29,215,186,9536,0,9
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,8,2158,28,2224,0,2089,30,31,5,29,215,210,9746,8571,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,2158,28,2225,30,2090,30,30,3,3,215,212,9771,0,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,2043,27,2059,26,1972,29,28,123,123,310,187,9757,10347,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,2012,30,2035,27,1949,28,29,26,26,285,259,9758,7419,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1988,31,2006,26,1903,28,28,50,50,310,260,9754,20000,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1927,32,1999,26,1857,28,28,52,52,334,282,9764,7868,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1898,31,1902,27,1821,29,29,42,42,346,304,9750,12413,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1898,31,1970,26,1823,29,29,4,4,298,294,9769,0,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1906,29,1874,27,1798,29,30,29,31,297,268,9386,12323,9
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1871,29,1870,26,1787,29,30,18,12,309,291,9747,12962,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1871,29,1946,26,1790,29,29,6,6,309,303,9759,0,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1822,27,5100,26,1743,30,30,56,56,238,182,9427,7142,9
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1821,29,1848,25,1747,28,28,9,5,215,206,9745,9600,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1785,28,1815,28,1702,30,30,59,59,215,156,9750,13333,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1843,27,1780,25,1677,29,29,35,35,190,155,9273,-31727,9
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1761,27,1773,29,1680,27,27,10,10,154,144,9777,9583,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1711,27,1740,27,1634,28,28,59,59,202,143,9773,9600,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1742,26,1837,31,1568,28,28,86,85,250,164,9241,11782,9
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1589,30,1629,27,1532,26,26,55,51,274,219,9776,8770,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1547,26,1579,25,1496,28,28,52,52,310,258,9766,8571,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,3,9,1533,28,1557,30,1452,27,27,63,59,310,247,9756,-31251,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1493,28,1537,26,1405,27,27,62,62,357,295,10000,6706,9
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1493,28,1521,28,1407,27,27,12,14,309,297,10000,0,9
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1469,27,1506,26,1410,27,27,16,16,286,270,10000,7343,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1423,24,1488,27,1370,27,27,64,64,334,270,10000,6857,9
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1423,24,1453,27,1370,26,26,22,17,286,264,10000,0,9
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1411,29,1442,26,1346,26,26,41,41,239,198,10000,12413,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1375,29,1424,29,1299,28,28,64,64,250,186,10000,14791,9
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1375,29,1398,29,1300,26,27,17,13,214,197,10000,0,9
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1340,31,1384,26,1288,27,27,26,26,178,152,10000,8309,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1314,23,1369,24,1240,29,29,62,57,179,117,10000,9836,9
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1314,23,1341,26,1240,26,25,12,12,179,167,10000,0,9
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1287,30,1333,26,1228,25,25,21,13,191,170,10000,11320,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1250,26,1270,0,1163,30,30,72,72,214,142,10000,12968,9
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1215,26,1254,27,1151,25,25,19,19,226,207,10000,11527,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1215,26,1281,25,1151,29,29,7,7,202,195,10000,0,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1161,24,1196,22,1091,28,29,67,66,215,148,10000,8089,9
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1138,27,1184,22,1069,25,25,29,29,238,209,10000,10779,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1138,27,1201,22,1069,28,28,7,7,226,219,10000,0,10
Train_OD_HY11,18cm草丛curb,0,rm,9,10,10,9,1002,22,1067,21,931,27,26,150,150,321,171,10000,10514,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,3,2235,34,2268,0,2188,31,31,79,79,262,183,9940,12413,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,4,2147,31,2193,28,2115,32,32,83,83,333,250,9954,8068,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,5,2112,30,2120,26,2065,31,31,58,58,381,323,9922,13714,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,6,2048,32,2090,0,1997,31,31,79,79,452,373,9935,11093,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,7,1983,29,2026,0,1948,31,31,59,59,500,441,9947,7384,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,8,1957,30,1982,0,1903,31,31,58,58,548,490,9934,18461,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,1889,30,1931,0,1854,31,31,60,60,595,535,9944,6911,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,1849,29,1879,0,1808,30,30,52,52,572,520,9935,12000,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,1774,30,1810,0,1737,30,30,77,77,524,447,9933,9466,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,1716,31,1746,0,1667,30,30,73,73,524,451,9921,12413,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,1645,29,1684,0,1599,30,30,76,76,524,448,9927,10000,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,1521,29,1554,0,1481,30,30,129,129,595,466,9909,9596,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,1463,29,1508,26,1431,29,29,56,56,572,516,9922,8275,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,1395,29,1437,24,1351,29,29,102,102,619,517,9905,13970,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,1309,27,1351,27,1279,29,29,91,91,643,552,9896,8372,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,1355,26,1335,28,1258,29,29,45,45,620,575,6928,0,11
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,1255,29,1286,28,1211,29,29,69,47,619,550,9858,13148,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,1286,25,1267,29,1191,29,29,46,46,572,526,6982,10289,11
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,1164,29,1197,0,1121,25,25,95,75,571,476,9817,10439,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,1089,27,1112,23,1050,28,28,94,94,572,478,9783,9600,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,1011,27,1037,22,960,28,28,117,117,548,431,9718,12179,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,1043,24,1023,24,949,28,28,41,41,512,471,6918,10288,11
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,930,25,957,24,890,25,25,75,72,477,402,9665,8888,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,957,21,944,27,870,27,27,39,39,428,389,6923,9651,11
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,856,24,885,23,813,24,24,76,76,464,388,9590,11216,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,880,23,866,26,783,26,26,55,55,453,398,6861,12467,11
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,791,26,811,21,739,23,23,68,68,476,408,9470,12769,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,808,22,794,23,719,26,26,47,47,429,382,6824,9861,11
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,719,23,740,21,673,22,22,74,68,405,331,9376,10000,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,730,23,721,21,652,25,25,47,47,334,287,6770,9230,11
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,647,23,668,21,606,22,22,72,72,369,297,9234,9861,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,654,22,657,23,586,24,24,49,49,333,284,6759,9342,11
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,590,23,599,20,541,22,22,74,74,358,284,8947,12631,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,587,24,587,22,519,23,23,50,50,322,272,6721,10746,11
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,529,22,541,19,474,22,22,69,69,333,264,8674,11639,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,515,23,523,20,453,23,23,45,45,310,265,6631,9861,11
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,474,20,484,20,427,22,22,44,44,310,266,8435,8727,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,459,21,474,22,406,22,22,40,40,286,246,6514,8571,11
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,431,22,426,0,361,22,22,63,63,309,246,7833,16511,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,391,22,412,18,337,22,22,41,41,286,245,6395,10441,11
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,394,23,376,0,294,22,22,61,61,310,249,6994,19459,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,335,23,371,20,284,22,22,27,27,274,247,6355,10714,11
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,366,22,338,0,251,22,22,50,50,285,235,6223,16785,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,284,45,331,42,232,21,21,39,39,262,223,6277,11568,11
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,340,19,303,0,209,26,26,41,41,262,221,5325,18461,10
Train_OD_HY11,方锥桶正面11号正对,1,rl3,10,11,5,9,234,48,294,36,188,21,21,44,44,262,218,6127,9600,11
Train_OD_HY11,圆锥桶,1,rm,9,10,1,3,1634,25,1646,0,1557,0,0,69,23,190,121,9600,12777,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,4,1570,27,1584,0,1509,26,26,97,97,238,141,9592,7500,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,5,1586,25,1569,24,1485,26,26,73,73,262,189,9412,12666,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,6,1549,26,1569,0,1485,26,26,49,3,262,213,9611,11428,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,7,1561,25,1533,26,1458,26,26,73,73,286,213,9343,9600,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,8,1526,25,1525,0,1456,26,26,46,0,286,240,9606,10434,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1501,26,1516,24,1432,26,26,68,68,310,242,9601,9600,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1518,26,1517,26,1414,25,25,49,49,166,117,9375,10930,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1472,28,1492,24,1393,26,26,27,27,190,163,9585,16206,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1432,27,1437,27,1357,26,26,39,39,203,164,9567,9000,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1391,28,1404,0,1321,26,26,39,39,191,152,9558,8780,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1394,24,1386,26,1298,26,26,26,26,190,164,9293,9596,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1353,25,1365,0,1274,25,25,27,30,214,187,9528,12368,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1353,26,1348,26,1252,26,26,30,32,214,184,9276,11707,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1308,27,1305,26,1205,25,25,58,53,262,204,9248,10666,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1246,25,1264,22,1180,25,25,35,30,262,227,9480,8971,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1256,25,1257,26,1159,26,26,28,25,262,234,9227,9038,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1193,26,1215,0,1113,25,25,52,52,286,234,9438,13396,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1202,26,1197,24,1101,26,26,18,18,262,244,9159,11111,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1142,25,1161,0,1065,25,25,42,42,262,220,9409,9411,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1143,26,1136,25,1041,25,25,30,30,263,233,9094,10169,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1090,26,1102,0,996,26,26,53,51,286,233,9346,13653,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1082,24,1074,23,973,25,25,30,30,286,256,9028,11639,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1022,23,1037,0,927,25,25,54,54,286,232,9276,10588,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,1024,24,1017,26,915,25,25,21,21,274,253,8952,10344,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,956,25,974,0,868,25,25,54,54,298,244,9216,8939,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,965,23,949,23,844,25,25,29,29,274,245,8820,12033,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,891,24,912,0,797,24,24,53,53,310,257,9144,11076,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,898,23,886,24,785,24,24,18,18,286,268,8698,8955,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,833,24,850,0,738,24,24,53,53,309,256,9052,10172,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,839,23,824,24,714,24,24,28,28,286,258,8532,12033,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,768,24,787,0,667,23,23,51,51,310,259,8923,11076,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,776,25,762,22,644,24,24,25,25,285,260,8342,11269,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,704,25,725,0,597,23,23,50,50,321,271,8759,11093,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,714,23,712,25,576,24,24,27,27,298,271,8142,11612,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,643,25,668,0,530,23,23,54,54,322,268,8533,11803,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,660,24,653,25,520,24,24,18,18,285,267,7908,10925,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,585,23,613,0,472,23,23,56,56,321,265,8291,10172,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,606,23,596,23,460,24,24,20,20,286,266,7582,11111,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,531,23,558,0,412,23,23,56,56,310,254,7982,11111,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,556,22,543,23,390,24,24,30,30,285,255,7112,14200,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,475,23,507,0,343,23,23,56,56,310,254,7536,12678,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,499,21,490,20,331,23,23,20,20,274,254,6610,10526,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,427,23,461,0,295,22,22,41,41,286,245,7100,10000,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,454,21,449,20,271,23,23,27,27,262,235,5980,13333,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,379,22,421,0,225,22,22,49,49,298,249,6252,14791,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,413,20,405,18,202,22,22,27,27,274,247,4999,17317,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,335,21,386,0,178,21,21,28,28,286,258,5504,10909,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,377,20,5100,0,180,22,22,28,28,262,234,4985,13333,10
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,297,39,5100,0,163,20,20,64,64,274,210,5373,15526,9
Train_OD_HY11,圆锥桶,1,rm,9,10,1,9,350,18,5100,0,171,25,25,58,58,238,180,4703,17407,10
Train_OD_HY11,圆锥桶,1,rm,9,10,2,3,272,38,0,0,240,39,39,58,58,238,180,9978,0,9
Train_OD_HY11,圆锥桶,1,rm,9,10,2,4,276,38,0,0,244,39,39,58,58,238,180,9981,0,9
Train_OD_HY11,圆锥桶,1,rm,9,10,2,5,274,38,0,0,242,38,38,58,58,238,180,9977,0,9
Train_OD_HY11,圆锥桶,1,rm,9,10,2,6,274,38,0,0,242,38,38,58,58,238,180,9977,0,9
Train_OD_HY11,圆锥桶,1,rm,9,10,2,7,271,38,0,0,239,38,38,58,58,238,180,9978,0,9
Train_OD_HY11,圆锥桶,1,rm,9,10,2,8,276,37,0,0,244,38,38,58,58,238,180,9981,0,9
Train_OD_HY11,圆锥桶,1,rm,9,10,2,9,274,37,0,0,242,38,38,58,58,238,180,9977,0,9
Train_OD_HY11,圆锥桶,1,rm,9,10,2,9,274,38,0,0,242,37,37,58,58,238,180,9977,0,9
Train_OD_HY11,圆锥桶,1,rm,9,10,2,9,275,38,0,0,243,37,37,58,58,238,180,9977,0,9
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,3,1514,31,1556,26,1452,27,27,26,26,96,70,9623,8571,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,4,1468,28,1502,25,1405,28,28,51,51,143,92,9626,10217,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,5,1411,28,1465,25,1361,28,28,52,52,191,139,9202,0,3
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,6,1412,25,1439,27,1341,28,28,32,24,215,183,9606,12857,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,7,1368,28,1410,22,1317,27,27,36,36,239,203,9298,11162,3
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,8,1365,26,1392,26,1305,28,28,24,16,251,227,9514,7659,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,9,1322,28,1362,26,1269,27,27,47,47,286,239,9335,10217,3
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,9,1329,31,1346,26,1248,28,28,35,27,286,251,9411,16388,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,9,1264,28,5100,0,1213,28,28,48,48,274,226,9347,10344,3
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,9,1273,27,5100,0,1199,28,28,23,19,262,239,9297,8571,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,4,9,1225,29,1284,0,1177,27,27,33,33,239,206,9366,9230,3
Train_OD_HY11,13cm石头curb,0,fm,3,4,4,9,1234,28,1261,24,1157,28,28,30,30,214,184,9293,12051,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,4,9,1172,28,1227,23,1113,27,27,54,54,238,184,9369,13396,3
Train_OD_HY11,13cm石头curb,0,fm,3,4,4,9,1181,26,1209,24,1114,28,28,10,10,214,204,9219,9056,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,4,9,1124,27,5100,25,1069,27,27,59,59,250,191,9402,10000,3
Train_OD_HY11,13cm石头curb,0,fm,3,4,4,9,1134,26,1168,26,1060,28,28,27,27,227,200,9124,12765,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,4,9,1075,26,1134,27,1024,27,27,50,50,238,188,9362,9591,3
Train_OD_HY11,13cm石头curb,0,fm,3,4,4,9,1109,25,1119,26,1006,27,27,37,37,226,189,8993,23599,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,4,9,1029,25,1125,23,972,26,26,57,57,250,193,9365,13043,3
Train_OD_HY11,13cm石头curb,0,fm,3,4,4,9,1029,25,1076,22,972,27,26,21,21,226,205,9410,0,3
Train_OD_HY11,13cm石头curb,0,fm,3,4,4,9,1030,22,1067,25,962,26,26,30,26,215,185,8915,6075,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,4,9,1004,24,1012,23,914,24,24,63,62,214,151,8875,18076,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,3,962,23,977,22,902,24,24,70,70,202,132,9941,11428,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,4,962,23,1035,26,903,23,24,20,20,202,182,9960,0,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,4,9,921,21,952,24,829,24,24,110,110,310,200,9124,14351,3
Train_OD_HY11,13cm石头curb,0,fm,3,4,4,9,917,24,945,21,822,24,24,34,34,274,240,8781,12413,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,5,917,24,987,21,843,23,23,81,81,262,181,9908,13333,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,6,890,24,957,0,810,23,23,56,56,297,241,9936,12962,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,7,849,21,0,0,814,23,23,71,71,345,274,9936,11707,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,8,813,21,0,0,778,23,23,123,123,393,270,9937,13333,4
Train_OD_HY11,13cm石头curb,0,fm,3,4,1,9,779,22,0,0,744,23,23,158,158,464,306,9937,20882,4
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,3,1460,29,1531,0,1402,27,27,44,44,95,51,9926,19200,10
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,4,1424,24,1509,0,1377,28,28,26,26,119,93,9908,6666,10
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,5,1443,27,5100,0,1349,27,27,25,25,143,118,8833,0,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,6,1416,26,1425,0,1326,27,27,20,23,166,146,8969,8518,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,7,1396,27,1406,23,1305,26,26,21,24,190,169,9071,12000,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,8,1364,24,1405,25,1309,26,26,0,3,190,190,9783,11833,10
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1364,26,1450,23,1287,26,26,28,28,214,186,9026,7500,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1364,26,5100,24,1286,26,26,7,9,190,183,9107,0,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1327,28,5100,0,1262,26,26,33,32,191,158,9648,12972,10
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1327,28,1399,0,1263,26,26,3,3,143,140,9687,0,10
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1338,24,1427,23,1264,26,26,5,5,119,114,9134,9230,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1338,24,5100,24,1261,26,25,10,10,95,85,9172,0,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1299,27,5100,0,1236,25,25,31,31,96,65,9591,8571,10
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1299,27,1380,0,1237,26,26,3,-1,72,69,9619,0,10
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1309,25,1388,25,1217,26,27,23,23,95,72,9200,16206,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1309,25,1322,24,1220,25,25,1,1,71,70,9263,0,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1268,29,1305,24,1218,24,25,5,5,71,66,9537,7419,10
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1285,26,1367,25,1197,27,28,27,27,71,44,9266,10000,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1285,26,1290,24,1197,24,25,5,4,71,66,9296,0,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1240,29,1277,24,1174,25,25,28,28,95,67,9478,17142,10
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1252,26,1263,26,1174,28,28,8,9,95,87,9265,7272,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1217,26,1248,25,1150,25,25,33,29,95,62,9462,10434,10
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1226,27,1313,22,1152,27,28,8,8,95,87,9267,9230,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1226,27,1236,24,1151,25,26,7,7,72,65,9300,0,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1203,26,1216,25,1128,26,26,26,26,95,69,9301,10000,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1182,26,1192,22,1104,26,26,29,26,119,90,9292,11428,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1144,26,1181,25,1080,26,26,26,26,119,93,9365,9726,10
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1158,24,1169,0,1060,27,27,26,25,143,117,9206,20000,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1124,25,1157,27,1060,26,25,5,5,119,114,9371,12000,10
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1132,26,1218,24,1040,25,25,29,29,143,114,9207,9230,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1132,26,1140,0,1041,26,26,9,7,119,110,9231,0,9
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1101,25,1131,24,1040,26,25,8,8,119,111,9314,10434,10
Train_OD_HY11,13cm石头curb,0,rm,9,10,1,9,1108,26,1193,25,1020,25,25,31,31,142,111,9232,9583,9
