Train_OD_Project,ObjName,HeightLabel,Direction,Sensor1,Sensor2,Obj_ID,CurCyc,PosDeDis1,PosDeAmp1,PosCeDis1,PosCeAmp1,TrainObjDist,AvgDeEchoHigh_SameTx,AvgCeEchoHigh_SameTxRx,OdoDiffObjDis,OdoDiffDeDis,OdoDiff,ObjDiff,CosAngle,RateOfVhoDeDiff,TxSensID
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,3,3181,35,3188,0,3126,36,36,27,27,95,68,9814,7500,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,4,3120,35,3124,0,3054,36,36,74,74,167,93,9807,11803,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,5,3090,36,3092,0,3030,36,36,26,26,191,165,9800,8000,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,6,3058,36,3065,0,2995,36,36,37,37,226,189,9803,10937,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,7,3024,34,3029,0,2959,36,36,38,38,262,224,9797,10588,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,8,2989,35,2995,0,2923,35,35,38,38,298,260,9796,10285,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2959,36,2963,0,2889,35,35,37,37,333,296,9793,11666,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2924,37,2931,0,2865,35,35,25,25,321,296,9793,6857,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2889,39,2897,0,2819,35,35,48,48,334,286,9792,13714,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2854,34,2865,0,2795,35,35,27,27,334,307,9798,6857,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2821,34,2826,0,2750,35,35,50,50,309,259,9791,14242,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2782,38,2792,0,2715,35,35,41,41,321,280,9795,9230,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2745,34,2754,0,2680,35,35,42,42,322,280,9794,9729,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2706,35,2715,0,2644,35,35,43,43,322,279,9792,9230,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2669,33,2675,0,2598,35,35,54,54,333,279,9785,12702,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2626,33,2631,30,2562,35,35,43,43,334,291,9781,8372,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2584,37,2647,29,2517,35,35,55,55,358,303,9816,11428,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2584,37,2594,34,2518,35,35,8,8,310,302,9810,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2540,33,2553,30,2482,35,34,56,56,333,277,9808,10681,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2496,35,2556,28,2446,34,34,54,54,322,268,9825,8181,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2496,35,2508,33,2445,35,36,17,17,286,269,9818,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2452,31,2515,30,2397,34,34,63,63,298,235,9833,10909,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2452,31,2468,30,2397,34,34,15,15,262,247,9833,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2414,33,2429,30,2362,33,33,49,49,250,201,9827,9210,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2375,35,2442,29,2315,33,33,62,62,262,200,9845,12307,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2375,35,2388,30,2315,34,34,12,12,214,202,9838,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2334,31,2399,31,2279,33,34,47,47,250,203,9859,8780,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2334,31,2348,29,2279,33,33,0,0,203,203,9855,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2299,32,2357,28,2245,33,33,35,35,202,167,9880,10000,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2299,32,2312,31,2244,32,32,2,2,202,200,9863,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2266,34,2323,29,2201,32,32,49,49,202,153,9892,14545,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2266,34,2281,28,2201,32,33,6,6,202,196,9875,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,2,3,2240,29,2272,28,2192,29,29,26,26,274,248,9915,6857,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2225,33,2286,30,2167,33,33,42,42,203,161,9893,8780,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2225,33,2241,29,2166,33,33,7,7,155,148,9876,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,2,4,2207,29,2238,32,2146,29,29,50,50,322,272,9909,14545,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2198,33,2248,27,2135,32,33,41,41,190,149,9914,12962,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,2,5,2169,30,2208,34,2123,29,29,27,27,345,318,9910,6052,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2167,33,2220,27,2103,32,32,46,46,190,144,9934,11612,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,2,6,2136,30,2172,30,2077,29,29,52,52,393,341,9907,14545,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2130,34,2144,29,2065,32,33,50,50,226,176,9911,9729,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,2,7,2103,31,2139,32,2053,29,29,30,30,417,387,9906,7272,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2096,33,2155,29,2046,33,33,35,35,215,180,9936,7058,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,2,8,2074,33,2108,32,2018,29,29,42,42,453,411,9897,12413,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,2061,36,2128,27,2009,33,33,64,64,262,198,9954,13428,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,2036,33,2073,29,1985,30,30,42,42,488,446,10000,9210,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,2024,33,2088,28,1962,30,30,32,32,309,277,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,2024,33,2042,27,1962,30,30,8,32,262,254,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,2000,29,2039,27,1939,33,30,32,24,262,230,10000,13333,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1989,35,2052,31,1918,30,30,31,31,238,207,10000,13714,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1989,35,2013,30,1918,33,34,10,4,215,205,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1964,30,2007,28,1918,34,34,8,4,167,159,10000,6666,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1952,33,2010,28,1882,31,31,44,44,179,135,10000,9729,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1952,33,1977,27,1882,33,33,7,4,143,136,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1928,32,1973,28,1871,33,33,16,15,119,103,10000,13055,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1916,33,1972,28,1851,30,30,28,27,119,91,10000,9722,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1916,33,1939,29,1851,33,33,8,8,119,111,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1889,30,1925,27,1828,33,33,31,28,119,88,10000,12307,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1877,33,1928,27,1804,30,30,29,29,119,90,10000,12307,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1877,33,1887,26,1804,33,33,5,5,119,114,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1846,32,1879,30,1792,33,33,17,17,131,114,10000,8372,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1837,31,1892,28,1755,31,31,41,41,131,90,10000,12000,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1837,31,1842,26,1755,32,32,4,4,131,127,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1807,30,1840,30,1755,32,32,4,0,120,116,10000,9230,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1807,30,1871,29,1755,30,30,0,-1,96,96,10000,0,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1791,33,1812,26,1709,30,30,47,46,143,96,10000,10217,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1762,31,1802,28,1709,32,32,0,0,119,119,10000,10444,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1744,33,1773,28,1663,30,31,48,48,143,95,10000,10212,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1716,30,1763,29,1663,32,32,2,2,143,141,10000,10434,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1696,31,1726,0,1616,30,30,50,50,179,129,10000,10000,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1675,28,1718,29,1616,31,32,4,4,143,139,10000,11707,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1652,28,1712,25,1570,29,29,51,51,190,139,10000,10681,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1652,28,1681,25,1571,31,29,5,4,190,185,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1633,28,1673,27,1571,30,31,6,5,190,184,10000,11190,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1609,33,1656,25,1523,29,29,53,53,191,138,10000,11162,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1609,33,1632,27,1524,30,30,5,3,191,186,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1590,28,1619,28,1524,31,31,4,4,143,139,10000,11162,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1590,28,1641,28,1524,28,28,4,4,143,139,10000,0,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1566,31,1615,25,1483,28,28,50,50,142,92,10000,10930,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1566,31,1581,28,1484,30,30,9,8,142,133,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1532,28,1569,27,1484,30,30,9,9,95,86,10000,8103,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1532,28,1594,28,1484,28,28,8,8,95,87,10000,0,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1515,31,1578,25,1436,28,28,56,56,143,87,10000,9411,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1515,31,1541,27,1437,31,31,8,8,95,87,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1482,29,1505,29,1413,31,31,32,32,119,87,10000,14400,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1482,29,1537,28,1414,28,28,8,8,119,111,10000,0,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1408,26,1452,29,1365,28,28,57,57,167,110,10000,6728,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1382,25,1435,27,1342,30,29,25,25,143,118,10000,7100,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1385,30,1444,25,1293,27,27,49,49,191,142,10000,30869,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1385,30,1406,23,1294,29,30,0,0,191,191,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1347,28,1388,31,1282,29,29,13,13,203,190,10000,17142,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1286,31,1336,23,1215,27,27,72,71,226,154,10000,8383,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1286,31,1314,24,1215,29,30,4,4,226,222,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1242,29,1298,30,1191,29,29,28,28,226,198,10000,9047,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1242,29,1306,30,1191,27,27,3,3,226,223,10000,0,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1212,30,1266,27,1132,27,27,64,64,238,174,10000,11351,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1212,30,1239,25,1132,30,30,5,6,215,210,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1168,29,1225,30,1108,30,30,30,30,191,161,10000,11351,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1115,27,1185,29,1038,28,28,76,76,262,186,10000,9793,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1115,27,1168,28,1039,29,29,6,2,250,244,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1101,27,1136,25,1016,29,29,27,27,203,176,10000,14179,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1101,27,1156,27,1018,28,28,4,4,203,199,10000,0,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1062,24,1089,27,949,28,28,77,77,250,173,10000,17924,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1062,24,1067,26,950,27,27,8,7,250,242,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,1040,25,1076,23,930,27,27,32,32,214,182,10000,15573,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,989,23,1017,22,882,27,27,60,60,262,202,10000,9863,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,989,23,5100,23,884,25,24,12,11,238,226,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,975,23,5100,0,864,24,24,37,37,191,154,10000,11076,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,934,22,5100,21,802,25,25,87,86,262,175,10000,17272,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,904,25,962,22,783,23,23,48,44,262,214,10000,13380,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,3,9,847,20,0,0,720,25,24,98,98,333,235,10000,12456,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,4,3,1683,29,1244,23,1559,28,28,35,35,47,12,10000,6266,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,4,4,1655,28,1820,27,1537,28,28,-17,-36,71,88,10000,20869,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,4,5,1644,27,1482,23,1525,28,28,-27,-27,83,110,10000,9230,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,4,6,1578,26,1211,27,1490,27,27,-3,-22,119,122,10000,6233,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,4,7,1643,26,1187,22,1468,27,27,-15,-15,142,157,10000,176,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,4,8,1528,24,1554,22,1444,27,27,-13,-32,166,179,10000,9400,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,4,9,1605,25,1328,23,1421,27,27,-13,-13,190,203,10000,12631,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,4,9,1528,27,1512,23,1393,26,26,-31,-31,214,245,10000,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,4,9,1544,28,1611,27,1373,26,26,-27,-27,215,242,10000,7868,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,4,9,1225,30,1282,26,1122,27,27,267,267,453,186,10000,9438,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,3,835,24,0,0,789,21,21,267,267,453,186,9740,0,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,4,1198,25,1211,23,790,22,22,267,267,453,186,5687,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,5,1004,21,1211,26,785,25,25,267,267,453,186,5860,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,6,834,22,954,21,785,23,23,267,267,453,186,9896,0,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,7,1004,22,1216,23,783,22,22,267,267,453,186,6351,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,8,835,23,1213,24,784,23,23,267,267,453,186,9995,0,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,1003,22,1340,24,785,22,22,267,267,453,186,6782,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,833,24,1209,25,785,23,23,267,267,453,186,9983,0,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,1000,22,1229,24,785,22,22,267,267,453,186,7057,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,833,22,1208,23,785,22,22,267,267,453,186,9950,0,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,998,22,1339,23,784,22,22,267,267,453,186,7254,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,837,23,1256,24,784,21,21,267,267,453,186,9910,0,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,1002,22,1202,24,785,22,22,267,267,453,186,7388,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,833,23,966,22,787,22,22,267,267,453,186,9932,0,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,837,21,1256,23,787,23,23,267,267,453,186,9924,0,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,1114,23,1211,25,790,22,22,267,267,453,186,7150,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,831,23,1348,26,792,22,22,267,267,453,186,9977,0,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,833,22,0,0,797,22,22,267,267,453,186,9976,0,10
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,1107,24,1208,25,798,22,22,267,267,453,186,7026,0,9
Train_OD_HY11,17cm草丛curb,0,rm,9,10,1,9,836,23,1201,22,799,22,22,267,267,453,186,9991,0,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,3,1843,32,1900,26,1806,31,31,43,43,96,53,9997,11707,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,4,1805,30,1867,26,1779,31,31,20,20,120,100,9993,6315,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,5,1782,29,1832,0,1756,31,31,16,16,143,127,9996,10000,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,6,1757,28,1798,28,1710,30,30,41,41,191,150,9995,19200,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,7,1708,28,1774,0,1683,30,30,19,19,215,196,9991,4897,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,8,1642,29,1694,31,1601,30,30,75,75,298,223,9995,12575,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,1602,30,1659,0,1566,29,29,29,29,334,305,9997,9000,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,1551,28,1612,0,1517,29,29,45,45,358,313,9995,9411,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,1531,26,1565,27,1473,29,29,45,45,381,336,9992,23500,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,1452,28,1503,0,1405,28,28,72,72,405,333,9995,9113,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,1364,28,1423,0,1323,28,28,90,90,464,374,9995,9431,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,1289,25,1343,0,1243,28,28,91,91,524,433,9990,11066,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,1220,25,1335,23,1184,27,27,69,69,536,467,9987,8695,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,1137,29,1195,24,1101,27,27,96,96,595,499,9990,10000,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,1066,26,1123,24,1029,27,27,84,84,584,500,9988,10140,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,985,27,1037,25,936,27,27,106,106,643,537,9976,11728,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,893,27,947,23,845,26,27,109,109,690,581,9970,10326,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,812,25,867,23,773,26,27,87,87,715,628,9960,8888,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,732,24,792,21,691,26,26,94,94,726,632,9942,10375,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,647,24,706,22,620,26,26,95,95,727,632,9950,9882,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,577,22,635,22,548,25,25,92,92,715,623,9923,10142,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,515,21,570,23,477,25,25,90,90,726,636,9871,11451,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,446,20,506,21,406,25,25,91,91,715,624,9796,10434,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,389,22,448,21,338,24,24,91,91,714,623,9669,12456,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,341,23,391,22,291,23,23,69,69,667,598,9473,10000,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,288,46,350,0,234,23,23,78,78,632,554,9176,11320,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,243,41,305,19,191,25,25,68,68,607,539,8771,10444,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,223,50,272,0,157,27,27,60,60,560,500,8223,18000,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,196,49,0,0,129,29,29,37,37,500,463,7744,8888,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,189,51,0,0,120,32,32,22,22,441,419,7457,17142,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,190,50,0,0,121,35,35,13,13,370,357,7437,0,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,189,50,0,0,120,39,39,13,13,298,285,7457,0,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,189,49,0,0,120,42,42,9,9,227,218,7457,0,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,190,50,0,0,121,45,45,8,8,179,171,7437,0,10
Train_OD_HY11,方锥桶正面10号11号中间,1,rl2,10,11,1,9,188,51,0,0,119,48,48,6,6,119,113,7438,0,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,1,3,2397,32,2352,27,2253,32,32,15,15,190,175,9321,0,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,1,4,2394,29,5100,0,2251,32,32,30,30,202,172,9367,-25536,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,1,5,2396,29,2578,30,2260,31,31,28,28,202,174,9399,0,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,1,6,2276,30,2326,31,2255,31,31,37,37,202,165,9921,9230,9
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,3,2543,32,2490,29,2259,31,31,37,37,202,165,8542,0,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,4,2536,34,2486,31,2268,31,31,37,37,202,165,8541,0,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,5,2525,34,2426,29,2271,32,32,37,37,202,165,8524,0,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,4,3,2513,29,2331,29,2224,28,28,37,37,202,165,6753,0,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,1,7,2482,31,2307,29,2258,30,28,68,66,238,170,9900,1747,9
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,6,2224,28,2287,32,2208,32,32,37,37,60,23,9973,11538,9
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,4,4,2613,31,2281,31,2163,32,32,-19,60,60,79,6574,6000,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,5,3,2240,29,2241,30,2205,30,30,72,72,84,12,9686,10120,9
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,7,2125,28,2168,29,2112,29,29,115,125,155,40,9969,9595,9
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,4,5,2125,28,2324,29,2066,30,30,15,94,155,140,9008,7451,9
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,1,8,2187,28,2145,27,2107,30,31,202,200,369,167,9247,7990,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,1,9,1979,33,2013,29,1967,30,30,182,182,500,318,9915,5208,9
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,2,3,1989,29,2048,29,1983,29,29,55,55,167,112,9941,3478,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1903,28,1955,29,1902,31,31,88,88,382,294,10000,6315,9
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1951,30,1957,32,1878,30,30,34,17,382,348,10000,8601,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1846,28,1931,29,1840,29,29,42,42,417,375,10000,10350,9
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1926,29,1879,28,1824,30,30,6,2,417,411,10000,18800,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1799,31,1941,29,1774,29,29,29,29,465,436,10000,12765,9
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1951,30,1826,29,1751,30,30,8,8,489,481,10000,28800,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1951,30,1881,29,1757,29,29,-54,-34,453,507,10000,0,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1743,31,1779,27,1730,29,29,-5,-5,345,350,10000,8392,9
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1785,28,1911,26,1727,30,30,-23,-23,214,237,10000,1385,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1785,28,1869,25,1726,29,29,-9,-9,166,175,10000,0,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1706,31,1774,28,1678,29,29,38,38,190,152,10000,12972,9
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1851,31,1756,25,1676,30,30,-7,-7,155,162,10000,7272,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1851,31,1914,26,1679,29,29,-5,-5,143,148,10000,0,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1674,28,1731,26,1654,29,29,24,23,119,95,10000,7500,9
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1797,31,1729,28,1630,30,30,22,20,119,97,10000,8888,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1797,31,1846,25,1631,29,30,-8,-8,119,127,10000,0,10
Train_OD_HY11,10cm灌木丛curb,1,rm,9,10,3,9,1636,31,1713,27,1610,30,30,21,24,120,99,10000,12631,9
